feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,labels
-0.3697737,0.21533997,-0.21300875,0.15949841,-0.151528,0.12580931,-0.13631903,-0.33994567,0.22640115,-0.19202481,0.1211255,-0.1837413,0.15458342,-0.12123572,-0.33677,0.21816266,-0.17926209,0.16563715,-0.17794012,0.14870365,-0.14759955,0.054611973,0.034217913,0.06125077,0.18982774,0
-0.37488487,0.22369191,-0.21894628,0.16167475,-0.15857841,0.13166982,-0.14286172,-0.34554356,0.23263091,-0.1980787,0.12665088,-0.18923615,0.15900606,-0.12567407,-0.33076555,0.21344098,-0.1744309,0.16076119,-0.17668296,0.143488,-0.1448166,0.055421486,0.03627936,0.05981283,0.19460127,0
-0.38524666,0.2239457,-0.21928272,0.15938705,-0.15434965,0.12577125,-0.13716571,-0.3558852,0.23890512,-0.19602756,0.1250562,-0.1830049,0.15573117,-0.122184545,-0.3389502,0.22171216,-0.18180552,0.16774663,-0.17200089,0.14271742,-0.14371803,0.05333372,0.036618356,0.05850222,0.18919927,0
-0.3826732,0.22598404,-0.21979682,0.16155961,-0.15527295,0.127783,-0.138752,-0.34983772,0.24101184,-0.19501027,0.12701038,-0.18518545,0.15791142,-0.12454819,-0.33371654,0.21970487,-0.18156235,0.16678928,-0.17289211,0.14224161,-0.14290956,0.05319677,0.0382518,0.058218434,0.19092494,0
-0.37452418,0.22016066,-0.21374643,0.15951134,-0.15266478,0.1272071,-0.13779058,-0.3459226,0.22852097,-0.19375673,0.12203514,-0.18654932,0.15646075,-0.12325336,-0.33414736,0.2188994,-0.17471494,0.16484916,-0.17846969,0.1454863,-0.1447148,0.053845014,0.03542569,0.05663815,0.18582502,0
-0.37773806,0.21869855,-0.21426192,0.1569192,-0.15295616,0.124054104,-0.13675806,-0.34842664,0.23192748,-0.19107603,0.12018473,-0.18003534,0.15590703,-0.119560555,-0.3361704,0.2171307,-0.17895605,0.16611436,-0.17297463,0.14512984,-0.14593557,0.053314567,0.035101544,0.06114202,0.19308248,0
-0.3787301,0.2193941,-0.21229364,0.15671627,-0.15297258,0.12686065,-0.13746919,-0.34889308,0.2296698,-0.19181141,0.12175075,-0.18315521,0.1548904,-0.12058011,-0.33978808,0.21577169,-0.1760464,0.16401732,-0.17486294,0.14548333,-0.1454094,0.055141054,0.036486063,0.058414944,0.19160661,0
-0.38605702,0.23237823,-0.21712118,0.156328,-0.14893249,0.13079259,-0.1385586,-0.35838246,0.22922175,-0.19315054,0.12343488,-0.18070078,0.15691905,-0.1298275,-0.33353603,0.21090741,-0.16671862,0.14151163,-0.18043774,0.14046808,-0.13417703,0.052369893,0.022155706,0.06842154,0.1867193,0
-0.37615466,0.22439393,-0.21945602,0.16224296,-0.1501618,0.12822026,-0.13776058,-0.34911054,0.22983462,-0.19562414,0.122402646,-0.18579265,0.15831839,-0.12720437,-0.33607912,0.21994437,-0.1739495,0.159565,-0.17952476,0.14333797,-0.14354551,0.053638764,0.033428986,0.0597383,0.19201332,0
-0.3774285,0.22261006,-0.21821335,0.16127802,-0.15642224,0.12976158,-0.1399165,-0.34724054,0.23238698,-0.19554634,0.124508165,-0.1867482,0.157307,-0.12484424,-0.32994157,0.2138529,-0.17265445,0.16138652,-0.17255232,0.14398414,-0.14243245,0.054075696,0.03397545,0.05743918,0.18712917,0
-0.3663113,0.22111398,-0.21769051,0.16417894,-0.15445739,0.13054071,-0.13971397,-0.33899552,0.22996347,-0.19623418,0.12563962,-0.18890728,0.15888628,-0.12602812,-0.33564416,0.21855405,-0.1771217,0.16317153,-0.17907122,0.14630874,-0.14720345,0.05484117,0.03596143,0.067319654,0.19972274,0
-0.3807135,0.23038988,-0.21235372,0.15447569,-0.14748342,0.12802383,-0.13770883,-0.3526963,0.22665335,-0.19153672,0.12371906,-0.18075284,0.15777756,-0.12752086,-0.3356246,0.21414083,-0.1707181,0.14490366,-0.18317176,0.14180566,-0.13551483,0.056460846,0.027527858,0.06819819,0.1958591,0
-0.3715481,0.22043754,-0.21607333,0.1573048,-0.14826447,0.12576708,-0.13708849,-0.34490317,0.22448906,-0.19110799,0.11924308,-0.18390931,0.1569577,-0.12407378,-0.33937806,0.22321208,-0.17537212,0.16106308,-0.18391696,0.14462,-0.14463085,0.05147656,0.030814905,0.06438785,0.19126147,0
-0.3814922,0.22119068,-0.21518631,0.15898821,-0.154175,0.12630187,-0.13875608,-0.35015425,0.23446523,-0.19255935,0.121779345,-0.18321373,0.15733212,-0.12234127,-0.3394657,0.21737646,-0.1780279,0.16397068,-0.17047055,0.14342348,-0.14314926,0.0540811,0.036678467,0.06124349,0.19209549,0
-0.3812477,0.21856107,-0.21265376,0.15670599,-0.15381229,0.12513125,-0.1353418,-0.3500479,0.2344961,-0.19063678,0.12244045,-0.18111221,0.15552792,-0.11905011,-0.33770487,0.22236982,-0.18137304,0.16811195,-0.17413177,0.14255041,-0.14251554,0.053768888,0.041161906,0.060229614,0.19338533,0
-0.3761655,0.22337613,-0.21791771,0.16281988,-0.1517441,0.1294696,-0.13997765,-0.34705377,0.22958833,-0.1960796,0.122967176,-0.18815407,0.15879577,-0.12806693,-0.3331995,0.21725337,-0.17473195,0.16084926,-0.1788862,0.14372943,-0.14416692,0.05265755,0.032792937,0.057721786,0.18777663,0
-0.3724547,0.22022362,-0.21692409,0.16078238,-0.15406871,0.12708935,-0.1386939,-0.34272087,0.2311167,-0.19441095,0.123476766,-0.18587524,0.15779161,-0.122662276,-0.33881325,0.21752928,-0.17882845,0.16624668,-0.1749359,0.14755699,-0.14576048,0.054095794,0.03421961,0.06351233,0.19138968,0
-0.3831929,0.22127946,-0.2176197,0.15793082,-0.15253347,0.12437157,-0.13545571,-0.3544556,0.23693317,-0.19398434,0.12187975,-0.18107745,0.15554814,-0.12143811,-0.33658445,0.22184068,-0.18275735,0.16764724,-0.17331016,0.1421835,-0.14460447,0.052075725,0.036994603,0.058818378,0.18581536,0
-0.3707553,0.21990737,-0.21439429,0.16194095,-0.15306947,0.12871191,-0.13858847,-0.34170842,0.22879587,-0.1955361,0.1247622,-0.18723899,0.15652168,-0.12536256,-0.33782947,0.2215157,-0.17898776,0.1678095,-0.18018763,0.14963146,-0.14878002,0.054613896,0.035654288,0.06399768,0.19517383,0
-0.38112316,0.22167188,-0.2147402,0.15928806,-0.15769936,0.12710303,-0.13862482,-0.3463269,0.23873965,-0.1945061,0.12475572,-0.18489584,0.15854543,-0.12105433,-0.32850772,0.22105384,-0.18066369,0.16711253,-0.17524691,0.14111905,-0.14212662,0.051674776,0.041161757,0.059556156,0.19159412,0
-0.3790408,0.22058515,-0.21803683,0.15772271,-0.15298569,0.12532194,-0.13655064,-0.3504011,0.23539938,-0.19190015,0.121038474,-0.18159477,0.15498531,-0.12081937,-0.33633155,0.22205743,-0.18226315,0.16867729,-0.17405115,0.14525475,-0.14563024,0.054675445,0.03788269,0.059439577,0.19160748,0
-0.37592435,0.22088559,-0.21396932,0.15912059,-0.15376136,0.12746471,-0.1386097,-0.3454633,0.22980642,-0.19213594,0.12177799,-0.18525387,0.1572914,-0.12259879,-0.33850664,0.21635243,-0.174796,0.16357455,-0.17455639,0.14650199,-0.14475408,0.053753745,0.033964206,0.06223394,0.1911811,0
-0.37305105,0.22399049,-0.21560593,0.15495935,-0.14676759,0.12439588,-0.13471895,-0.3494317,0.22708145,-0.19050859,0.117010914,-0.17965648,0.15548779,-0.12077027,-0.34226972,0.22796068,-0.17729189,0.16253684,-0.18728423,0.14483163,-0.14748463,0.053914864,0.033566143,0.06338198,0.19589287,0
-0.3712775,0.22340529,-0.21697474,0.16282447,-0.15573052,0.13130803,-0.14097594,-0.34202096,0.23150484,-0.19646545,0.1244851,-0.19067046,0.1602137,-0.12607402,-0.33324414,0.22106835,-0.17722622,0.16441387,-0.1789066,0.14745197,-0.14716014,0.056786258,0.038396183,0.059960924,0.19565412,0
-0.38161176,0.21860588,-0.21295579,0.1567733,-0.15211774,0.12367101,-0.13431026,-0.35259795,0.23515454,-0.19053727,0.119676255,-0.18080303,0.15578172,-0.11973478,-0.33917823,0.22212587,-0.18114173,0.16639383,-0.17367736,0.14218156,-0.1442526,0.05181135,0.038123216,0.061771788,0.19201267,0
-0.37367854,0.22092828,-0.21619205,0.16068336,-0.15559229,0.12878172,-0.140605,-0.3447345,0.2304591,-0.19528776,0.12395763,-0.18752566,0.15750809,-0.12359553,-0.33254555,0.21606919,-0.17538339,0.16321683,-0.17628463,0.14515142,-0.14528883,0.05466646,0.035402138,0.059047014,0.1896087,0
-0.37244105,0.22156811,-0.21668196,0.16106719,-0.15546522,0.12962843,-0.14048359,-0.34110856,0.23111048,-0.19465074,0.12454272,-0.188136,0.15700254,-0.124633536,-0.3264794,0.2147848,-0.1747721,0.1631426,-0.17803952,0.14671959,-0.14603373,0.055011455,0.035137523,0.0570046,0.19108114,0
-0.38200694,0.22061484,-0.2147279,0.1587936,-0.15464386,0.12622465,-0.13696355,-0.34904385,0.23715593,-0.19151492,0.12317192,-0.18373664,0.15867084,-0.1221604,-0.3394819,0.2213947,-0.17931248,0.16785154,-0.17370452,0.14211668,-0.14424226,0.05214605,0.03962304,0.061776124,0.1925143,0
-0.3697439,0.21933019,-0.2172613,0.16102116,-0.15443695,0.12905371,-0.13844135,-0.3404243,0.22720514,-0.19590504,0.12360535,-0.18725245,0.15761454,-0.12423371,-0.3343381,0.21888052,-0.17734548,0.16561204,-0.17847538,0.14677985,-0.14674416,0.053877056,0.034865674,0.062497996,0.19126704,0
-0.3773335,0.21868926,-0.21420558,0.15649626,-0.15208724,0.1247488,-0.1360607,-0.34674734,0.23131374,-0.19238137,0.12011377,-0.18113574,0.15473521,-0.11966862,-0.34028682,0.22137555,-0.18064621,0.16931397,-0.17618938,0.14814508,-0.14826709,0.05618794,0.036261354,0.058826283,0.19204241,0
-0.3824879,0.22185498,-0.21768163,0.1598363,-0.15554443,0.12627612,-0.13673137,-0.3496673,0.23895524,-0.19301513,0.12246289,-0.18217634,0.15649904,-0.121461846,-0.3281599,0.22065462,-0.1807511,0.16750418,-0.17410253,0.14201573,-0.14269525,0.05036619,0.037744176,0.058281824,0.18692362,0
-0.37794587,0.22088286,-0.21623248,0.15964028,-0.1554713,0.12665987,-0.13942014,-0.34635144,0.23369859,-0.19375332,0.12324526,-0.18422654,0.1581688,-0.123223715,-0.33798382,0.21728407,-0.17945725,0.1653883,-0.17379524,0.14600174,-0.14572683,0.054232378,0.035891887,0.061982445,0.19427153,0
-0.37234688,0.2212925,-0.21694382,0.16167653,-0.1554721,0.12937453,-0.14025807,-0.34350303,0.23044805,-0.19728488,0.123932,-0.18793656,0.15829675,-0.12567857,-0.33145383,0.22001821,-0.17601547,0.16669008,-0.17885005,0.14644799,-0.14617556,0.053470973,0.034110073,0.05988633,0.1901114,0
-0.372911,0.22276899,-0.21744922,0.16138928,-0.15659152,0.12981272,-0.14119601,-0.34334165,0.23323236,-0.19720405,0.12549716,-0.18915339,0.15919216,-0.12499944,-0.33561927,0.21691234,-0.17733447,0.16493744,-0.17638315,0.14644782,-0.14624673,0.05522656,0.036431413,0.060677372,0.19280139,0
-0.37494826,0.22259457,-0.21914437,0.1615606,-0.15703526,0.12905066,-0.1401914,-0.34593222,0.23238909,-0.1958646,0.12534131,-0.18637148,0.15804599,-0.123592295,-0.3292873,0.21299884,-0.17371911,0.16164307,-0.17281991,0.1438081,-0.14199588,0.05301963,0.033447724,0.05905631,0.18944225,0
-0.37351528,0.2175591,-0.21510643,0.15770544,-0.15334825,0.12630734,-0.13848509,-0.3436683,0.22837739,-0.1911561,0.12029002,-0.18318598,0.15434575,-0.12025083,-0.33339986,0.21462758,-0.17900008,0.16313396,-0.17664737,0.14794253,-0.14644054,0.057045873,0.03618602,0.057466246,0.1913512,0
-0.37580463,0.22406837,-0.21883123,0.16410047,-0.15697181,0.13226451,-0.14129335,-0.3449384,0.23362023,-0.19707254,0.12704916,-0.1903604,0.15933421,-0.12837796,-0.33156273,0.21335351,-0.17347704,0.1602666,-0.1743746,0.14386892,-0.1436727,0.05461394,0.0358213,0.058990777,0.19132552,0
-0.37716135,0.22221075,-0.21678637,0.1606543,-0.15502253,0.12940317,-0.13979746,-0.34780234,0.23202196,-0.19718795,0.12472392,-0.18748942,0.15744111,-0.12402817,-0.3366027,0.21860021,-0.17750643,0.16522515,-0.1775535,0.14604181,-0.14698547,0.055918064,0.036787633,0.05707287,0.19346526,0
-0.38368526,0.22353269,-0.21544437,0.15904006,-0.15463588,0.12618385,-0.13680498,-0.35004625,0.2394002,-0.1939783,0.124706514,-0.18333244,0.15710792,-0.12195991,-0.3352486,0.22453493,-0.1819141,0.17091353,-0.17496862,0.1438362,-0.14394766,0.05375696,0.04063308,0.055593267,0.18869936,0
-0.37403375,0.22046404,-0.21695076,0.16080661,-0.1558805,0.12877053,-0.14031437,-0.34384105,0.23156527,-0.19507985,0.12520286,-0.1869809,0.15950045,-0.12386346,-0.33426097,0.21244341,-0.17461894,0.1619307,-0.1697321,0.14308238,-0.1421699,0.055560965,0.036168423,0.060639806,0.19581345,0
-0.36633042,0.2172128,-0.2126182,0.15971799,-0.15299225,0.129413,-0.13886952,-0.33895662,0.22594234,-0.19369286,0.12431174,-0.18820155,0.15805891,-0.12364509,-0.33666518,0.21633804,-0.17522025,0.16311938,-0.17618681,0.14509575,-0.14579308,0.05595174,0.037970837,0.06577652,0.20161897,0
-0.37220374,0.22231312,-0.21669796,0.16262324,-0.1569378,0.13163456,-0.14184393,-0.34151834,0.23000042,-0.19748402,0.12615737,-0.1895695,0.1588692,-0.12686436,-0.33398727,0.21801417,-0.17538746,0.16311072,-0.17760484,0.14601062,-0.14559054,0.05492239,0.03627489,0.06378133,0.1969381,0
-0.37195903,0.22297584,-0.21580838,0.16015688,-0.15498522,0.12922835,-0.13956442,-0.34493974,0.2306831,-0.19503884,0.123731785,-0.18863912,0.15794173,-0.123295635,-0.33562323,0.2168786,-0.1733355,0.16076085,-0.17715478,0.14270282,-0.14369738,0.05395872,0.035783496,0.061489873,0.192884,0
-0.37885764,0.21965566,-0.21445955,0.15686858,-0.15238413,0.12625214,-0.13724717,-0.3478313,0.23098688,-0.19355299,0.12083358,-0.1836606,0.1540416,-0.12081329,-0.3365032,0.21925235,-0.18003264,0.16737285,-0.1779493,0.1482787,-0.1481736,0.057558615,0.037350398,0.053045586,0.18847871,0
-0.37465426,0.22372316,-0.21648787,0.16235255,-0.15364493,0.12977383,-0.13961881,-0.34499776,0.23002662,-0.19664405,0.12433063,-0.18914244,0.15851611,-0.12595586,-0.33872038,0.21995096,-0.17514132,0.16289924,-0.17658922,0.14301592,-0.1452204,0.05503911,0.036826786,0.064258054,0.19625887,0
-0.38197216,0.22523756,-0.21859732,0.15977062,-0.1499602,0.12729006,-0.1375988,-0.3546443,0.22957794,-0.19562224,0.12056715,-0.18408966,0.1564479,-0.12597093,-0.3372892,0.22250763,-0.17234053,0.16004926,-0.1795,0.14168465,-0.14283937,0.0500863,0.029476952,0.061370544,0.18463728,0
-0.38707972,0.22623926,-0.2183196,0.15921642,-0.15805054,0.12798525,-0.13947804,-0.3544467,0.24177562,-0.1962373,0.12571649,-0.1843022,0.1573748,-0.121709846,-0.33167288,0.22219594,-0.1801063,0.16658099,-0.17464465,0.14063115,-0.14264941,0.052691348,0.040719476,0.055492856,0.19188109,0
-0.37787142,0.22111239,-0.21599019,0.15818188,-0.15476806,0.12789965,-0.13876691,-0.34824005,0.23252729,-0.19567274,0.12290349,-0.18508637,0.15740517,-0.122417994,-0.33720726,0.21744126,-0.17609903,0.16624993,-0.17477451,0.1459257,-0.14629254,0.05634022,0.03663839,0.056000046,0.1912319,0
-0.37923327,0.22897848,-0.2147548,0.15400775,-0.14723644,0.12737149,-0.13703851,-0.3520469,0.22852401,-0.1918831,0.12021231,-0.18091923,0.15721563,-0.12512997,-0.33668712,0.22018991,-0.17253108,0.15206055,-0.18439405,0.14203762,-0.14069259,0.05723087,0.03173616,0.059708767,0.1977137,0
-0.37760255,0.22200663,-0.2166267,0.15919258,-0.15488315,0.12598625,-0.13904867,-0.34604013,0.23517255,-0.19348547,0.12351955,-0.18372844,0.15790361,-0.12148709,-0.3383374,0.22095902,-0.18176842,0.16828287,-0.17545448,0.14769138,-0.14714187,0.053612653,0.036665518,0.05988641,0.19327432,0
-0.37287968,0.22380905,-0.219,0.16155815,-0.15795308,0.13027155,-0.14109607,-0.34129217,0.2337613,-0.19635421,0.12510496,-0.18755233,0.1593369,-0.12475758,-0.33071455,0.21440347,-0.17297126,0.16299422,-0.17357972,0.14592054,-0.14372468,0.053057943,0.033379447,0.061678782,0.19125146,0
-0.3802508,0.22128874,-0.21468496,0.1584504,-0.15504064,0.12823561,-0.13961203,-0.3486054,0.2326598,-0.19344285,0.12268067,-0.18468904,0.15801892,-0.12262711,-0.33715615,0.21289779,-0.17319863,0.16165684,-0.17211805,0.14534073,-0.14410245,0.055019,0.035143454,0.058736823,0.19245243,0
-0.38535175,0.2264167,-0.2193759,0.16185497,-0.15984249,0.13096008,-0.14194496,-0.35158402,0.24197297,-0.19455323,0.1259176,-0.18675645,0.16063283,-0.1252977,-0.32762006,0.21471925,-0.17312147,0.16139574,-0.17069402,0.13963228,-0.1396535,0.052906107,0.038501475,0.056923904,0.19108498,0
-0.37883195,0.21974307,-0.215755,0.1577586,-0.15168062,0.12420412,-0.13574964,-0.34961683,0.23446736,-0.19270933,0.12120152,-0.18118228,0.15588,-0.1205895,-0.33928466,0.22110029,-0.18355612,0.16967392,-0.17478108,0.1475044,-0.14766291,0.056159258,0.037174147,0.06026645,0.19216648,0
-0.37367213,0.22320102,-0.21735655,0.16087209,-0.15616806,0.1285541,-0.14044443,-0.34216654,0.23339647,-0.19562474,0.12388811,-0.18731062,0.1594187,-0.123392425,-0.33319214,0.21845174,-0.17828861,0.16640197,-0.17648192,0.14752054,-0.14676726,0.057577413,0.03756881,0.05677691,0.19356021,0
-0.37161964,0.21945772,-0.21640003,0.16048144,-0.1550242,0.12748182,-0.13985315,-0.33901888,0.23030405,-0.19400433,0.124165066,-0.18581831,0.15903656,-0.12264516,-0.33659026,0.21402615,-0.17886446,0.16536938,-0.17400081,0.14658643,-0.14495999,0.056836776,0.036983993,0.0597056,0.19498158,0
-0.37698603,0.2234314,-0.21708792,0.16117525,-0.1556786,0.13021797,-0.13920489,-0.34674343,0.23305048,-0.19722764,0.12528889,-0.18772505,0.15792166,-0.1253044,-0.3357504,0.2180109,-0.17463984,0.16507424,-0.17546758,0.14508972,-0.14529476,0.054767296,0.035083365,0.05971542,0.19181234,0
-0.3750875,0.219131,-0.2157242,0.16092558,-0.15350601,0.12810463,-0.13878186,-0.34477994,0.23006119,-0.19401617,0.12328314,-0.18680376,0.15662688,-0.12419687,-0.33605602,0.21409652,-0.17682043,0.16411293,-0.17394811,0.14556076,-0.14449325,0.0548973,0.03427546,0.060616553,0.18913421,0
-0.37690052,0.21810967,-0.21483432,0.15747571,-0.1533483,0.12496008,-0.13814104,-0.34599984,0.23101167,-0.19290449,0.121921785,-0.18192163,0.1553404,-0.120440446,-0.3370608,0.21812184,-0.17996316,0.16655013,-0.17421071,0.14742017,-0.14594463,0.05652621,0.03625199,0.059462607,0.19264236,0
-0.38134006,0.22243388,-0.2170606,0.15950327,-0.15286978,0.12560397,-0.13679121,-0.35141593,0.23863323,-0.19268481,0.12250645,-0.18343648,0.15691462,-0.12243564,-0.340778,0.22171718,-0.18281554,0.16810735,-0.1744473,0.1443175,-0.14561057,0.05420631,0.038146358,0.06103372,0.19428599,0
-0.3735425,0.21901584,-0.21634825,0.16068237,-0.14929405,0.12708828,-0.13717781,-0.3463672,0.22582468,-0.1953055,0.12156061,-0.18561274,0.15661262,-0.12517248,-0.33975428,0.21893562,-0.17732656,0.16196616,-0.17884345,0.1438524,-0.1453723,0.052915595,0.03334857,0.062031075,0.19073424,0
-0.37473056,0.22237137,-0.21750386,0.16036072,-0.15066922,0.12766923,-0.13656412,-0.347035,0.22983997,-0.1953934,0.121493764,-0.18586788,0.15619949,-0.123846404,-0.33593968,0.22019377,-0.17597422,0.16388191,-0.17922322,0.14293388,-0.1460698,0.052579448,0.034517903,0.059320733,0.18877661,0
-0.37069413,0.22066715,-0.21573834,0.16330168,-0.15975292,0.12769789,-0.14248808,-0.33266348,0.23979221,-0.1962557,0.1268123,-0.1876123,0.16009963,-0.11808956,-0.31172213,0.22110765,-0.18250705,0.16664208,-0.17959063,0.14337003,-0.14517665,0.051352084,0.04324157,0.059109353,0.19036084,0
-0.3680067,0.22051816,-0.2161373,0.16283935,-0.1516346,0.12848076,-0.13867459,-0.33937776,0.22781323,-0.1947516,0.123770304,-0.18776797,0.15846944,-0.12597771,-0.336093,0.21935958,-0.17761624,0.16493908,-0.17887595,0.14592642,-0.14698997,0.053695012,0.036078442,0.06346774,0.19336239,0
-0.3786028,0.22026339,-0.21729618,0.15917955,-0.15594396,0.12736662,-0.13995372,-0.3479281,0.23255065,-0.19374022,0.12258557,-0.18386385,0.1573079,-0.12276794,-0.33006373,0.21199971,-0.17560612,0.16251902,-0.17151703,0.14268759,-0.14220074,0.054129913,0.034781884,0.05659613,0.18667069,0
-0.37228993,0.22031389,-0.21649581,0.16180016,-0.15616108,0.13003515,-0.14119086,-0.34116668,0.23126009,-0.19494486,0.12562554,-0.18804051,0.1588746,-0.12525767,-0.3355752,0.21343426,-0.17447071,0.16220212,-0.1724669,0.14493912,-0.14345261,0.055902593,0.03445405,0.065357156,0.19787896,0
-0.37536082,0.21762878,-0.21278687,0.15770712,-0.15176973,0.12617478,-0.1365684,-0.34755844,0.2283946,-0.1923355,0.1217748,-0.18338124,0.15473722,-0.121269025,-0.33896458,0.21622068,-0.17563228,0.16489089,-0.17609768,0.14542925,-0.14557639,0.052964047,0.033899117,0.06145487,0.18860736,0
-0.37394878,0.225391,-0.21920125,0.16410705,-0.15805306,0.13294761,-0.14304617,-0.34368917,0.23438515,-0.19811526,0.12765202,-0.19027275,0.158696,-0.12663433,-0.32960552,0.21774583,-0.17682189,0.16341251,-0.1785604,0.1468324,-0.14713609,0.05684026,0.038815323,0.056793436,0.19676545,0
-0.3802996,0.21967483,-0.21408704,0.15702379,-0.15272501,0.12319925,-0.13522878,-0.34818083,0.2351732,-0.19274832,0.122078665,-0.180274,0.15520488,-0.119194046,-0.34082958,0.22921465,-0.18879989,0.17387997,-0.17716278,0.14894658,-0.14863896,0.055784576,0.039881203,0.05921132,0.19484267,0
-0.3813403,0.21898465,-0.21286355,0.15783541,-0.15507776,0.124785446,-0.13634978,-0.34613085,0.23539379,-0.19099484,0.121486,-0.18290395,0.1560739,-0.11999335,-0.3334228,0.2195964,-0.17938592,0.16716073,-0.17416379,0.14113958,-0.1416938,0.050188515,0.03786326,0.06346851,0.18849397,0
-0.3729525,0.22318791,-0.21987864,0.16336814,-0.15223257,0.12903151,-0.13887767,-0.34501392,0.22962418,-0.19825761,0.12382492,-0.18809257,0.15889795,-0.12703575,-0.3367535,0.2219378,-0.17713122,0.16455679,-0.17899245,0.1439142,-0.14565724,0.053493176,0.033750217,0.06455842,0.1920614,0
-0.37904978,0.22226898,-0.21817283,0.16034088,-0.1553407,0.1269291,-0.13982415,-0.34704795,0.23470518,-0.19484468,0.12337763,-0.18424468,0.15729553,-0.12248163,-0.3370124,0.2184554,-0.18172705,0.16733284,-0.1758896,0.14784177,-0.14723068,0.056590095,0.037326094,0.056334376,0.19237906,0
-0.37713605,0.22381079,-0.21743052,0.16044435,-0.15499154,0.13058442,-0.14057174,-0.3488714,0.23182712,-0.19614159,0.123776026,-0.18900336,0.15799665,-0.12485556,-0.33310786,0.21615796,-0.1719591,0.16039602,-0.17596786,0.14265223,-0.14314842,0.055305734,0.03673863,0.05769881,0.18907017,0
